Request id,Pickup point,Driver id,Status,Request timestamp,Date,Request Time,Request Time Slot,Drop timestamp,Drop Date,Drop Time
4976,Airport,198,Trip Completed,14-07-2016 18:46,14-07-2016,18:46,Evening,14-07-2016 19:33,14-07-2016,19:33
5789,Airport,198,Trip Completed,15-07-2016 08:32,15-07-2016,08:32,Morning,15-07-2016 09:15,15-07-2016,09:15
6030,Airport,198,Trip Completed,15-07-2016 12:54,15-07-2016,12:54,Afternoon,15-07-2016 14:03,15-07-2016,14:03
6616,Airport,198,Trip Completed,15-07-2016 21:51,15-07-2016,21:51,Night,15-07-2016 22:20,15-07-2016,22:20
165,Airport,199,Trip Completed,11-07-2016 05:39,11-07-2016,05:39,Early Morning,11-07-2016 06:11,11-07-2016,06:11
1706,City,199,Trip Completed,12-07-2016 08:11,12-07-2016,08:11,Morning,12-07-2016 09:12,12-07-2016,09:12
1821,Airport,199,Trip Completed,12-07-2016 09:31,12-07-2016,09:31,Morning,12-07-2016 10:36,12-07-2016,10:36
2629,City,199,Trip Completed,12-07-2016 22:13,12-07-2016,22:13,Night,12-07-2016 22:51,12-07-2016,22:51
5227,Airport,199,Trip Completed,14-07-2016 21:02,14-07-2016,21:02,Night,14-07-2016 22:19,14-07-2016,22:19
5374,City,199,Trip Completed,14-07-2016 23:40,14-07-2016,23:40,Night,15-07-2016 00:46,15-07-2016,00:46
5823,City,199,Trip Completed,15-07-2016 08:56,15-07-2016,08:56,Morning,15-07-2016 10:07,15-07-2016,10:07
6007,City,199,Trip Completed,15-07-2016 12:15,15-07-2016,12:15,Afternoon,15-07-2016 13:03,15-07-2016,13:03
6736,Airport,199,Trip Completed,15-07-2016 23:36,15-07-2016,23:36,Night,16-07-2016 00:20,16-07-2016,00:20
590,City,200,Trip Completed,11-07-2016 11:20,11-07-2016,11:20,Morning,11-07-2016 12:10,11-07-2016,12:10
779,Airport,200,Trip Completed,11-07-2016 16:40,11-07-2016,16:40,Evening,11-07-2016 17:14,11-07-2016,17:14
1085,City,200,Trip Completed,11-07-2016 20:03,11-07-2016,20:03,Night,11-07-2016 20:58,11-07-2016,20:58
1435,City,200,Trip Completed,12-07-2016 04:46,12-07-2016,04:46,Early Morning,12-07-2016 05:55,12-07-2016,05:55
2007,City,200,Trip Completed,12-07-2016 13:24,12-07-2016,13:24,Afternoon,12-07-2016 14:24,12-07-2016,14:24
2381,City,200,Trip Completed,12-07-2016 19:41,12-07-2016,19:41,Night,12-07-2016 20:53,12-07-2016,20:53
2912,Airport,200,Trip Completed,13-07-2016 06:13,13-07-2016,06:13,Early Morning,13-07-2016 06:47,13-07-2016,06:47
3453,Airport,200,Trip Completed,13-07-2016 16:56,13-07-2016,16:56,Evening,13-07-2016 18:07,13-07-2016,18:07
4180,Airport,200,Trip Completed,14-07-2016 05:18,14-07-2016,05:18,Early Morning,14-07-2016 05:52,14-07-2016,05:52
5122,City,200,Trip Completed,14-07-2016 20:04,14-07-2016,20:04,Night,14-07-2016 20:53,14-07-2016,20:53
5531,Airport,200,Trip Completed,15-07-2016 05:23,15-07-2016,05:23,Early Morning,15-07-2016 06:26,15-07-2016,06:26
6582,City,200,Trip Completed,15-07-2016 21:22,15-07-2016,21:22,Night,15-07-2016 22:06,15-07-2016,22:06
406,Airport,201,Trip Completed,11-07-2016 08:36,11-07-2016,08:36,Morning,11-07-2016 09:34,11-07-2016,09:34
740,Airport,201,Trip Completed,11-07-2016 15:35,11-07-2016,15:35,Afternoon,11-07-2016 16:15,11-07-2016,16:15
1312,City,201,Trip Completed,11-07-2016 22:48,11-07-2016,22:48,Night,11-07-2016 23:37,11-07-2016,23:37
1540,Airport,201,Trip Completed,12-07-2016 06:04,12-07-2016,06:04,Early Morning,12-07-2016 06:55,12-07-2016,06:55
1962,City,201,Trip Completed,12-07-2016 11:59,12-07-2016,11:59,Morning,12-07-2016 13:01,12-07-2016,13:01
2173,Airport,201,Trip Completed,12-07-2016 17:34,12-07-2016,17:34,Evening,12-07-2016 18:33,12-07-2016,18:33
3375,City,201,Trip Completed,13-07-2016 14:12,13-07-2016,14:12,Afternoon,13-07-2016 14:55,13-07-2016,14:55
3540,City,201,Trip Completed,13-07-2016 17:58,13-07-2016,17:58,Evening,13-07-2016 18:29,13-07-2016,18:29
4671,City,201,Trip Completed,14-07-2016 12:29,14-07-2016,12:29,Afternoon,14-07-2016 13:28,14-07-2016,13:28
5336,Airport,201,Trip Completed,14-07-2016 22:25,14-07-2016,22:25,Night,14-07-2016 23:41,14-07-2016,23:41
5734,City,201,Trip Completed,15-07-2016 07:44,15-07-2016,07:44,Morning,15-07-2016 08:53,15-07-2016,08:53
197,City,202,Trip Completed,11-07-2016 06:00,11-07-2016,06:00,Early Morning,11-07-2016 06:49,11-07-2016,06:49
819,Airport,202,Trip Completed,11-07-2016 17:29,11-07-2016,17:29,Evening,11-07-2016 18:12,11-07-2016,18:12
1527,Airport,202,Trip Completed,12-07-2016 05:52,12-07-2016,05:52,Early Morning,12-07-2016 07:07,12-07-2016,07:07
3229,Airport,202,Trip Completed,13-07-2016 09:54,13-07-2016,09:54,Morning,13-07-2016 11:06,13-07-2016,11:06
4638,City,202,Trip Completed,14-07-2016 11:38,14-07-2016,11:38,Morning,14-07-2016 12:38,14-07-2016,12:38
5075,City,202,Trip Completed,14-07-2016 19:45,14-07-2016,19:45,Night,14-07-2016 20:25,14-07-2016,20:25
5455,City,202,Trip Completed,15-07-2016 03:47,15-07-2016,03:47,Early Morning,15-07-2016 04:53,15-07-2016,04:53
5738,City,202,Trip Completed,15-07-2016 07:53,15-07-2016,07:53,Morning,15-07-2016 08:20,15-07-2016,08:20
6167,Airport,202,Trip Completed,15-07-2016 16:43,15-07-2016,16:43,Evening,15-07-2016 17:24,15-07-2016,17:24
220,Airport,203,Trip Completed,11-07-2016 06:11,11-07-2016,06:11,Early Morning,11-07-2016 06:55,11-07-2016,06:55
909,Airport,203,Trip Completed,11-07-2016 18:16,11-07-2016,18:16,Evening,11-07-2016 19:07,11-07-2016,19:07
1306,Airport,203,Trip Completed,11-07-2016 22:39,11-07-2016,22:39,Night,11-07-2016 23:46,11-07-2016,23:46
2998,City,203,Trip Completed,13-07-2016 07:16,13-07-2016,07:16,Morning,13-07-2016 07:45,13-07-2016,07:45
3415,City,203,Trip Completed,13-07-2016 15:28,13-07-2016,15:28,Afternoon,13-07-2016 16:37,13-07-2016,16:37
3789,City,203,Trip Completed,13-07-2016 20:49,13-07-2016,20:49,Night,13-07-2016 21:41,13-07-2016,21:41
4227,Airport,203,Trip Completed,14-07-2016 05:49,14-07-2016,05:49,Early Morning,14-07-2016 06:53,14-07-2016,06:53
6490,City,203,Trip Completed,15-07-2016 20:29,15-07-2016,20:29,Night,15-07-2016 21:17,15-07-2016,21:17
6712,Airport,203,Trip Completed,15-07-2016 23:02,15-07-2016,23:02,Night,15-07-2016 23:43,15-07-2016,23:43
583,Airport,204,Trip Completed,11-07-2016 11:08,11-07-2016,11:08,Morning,11-07-2016 11:58,11-07-2016,11:58
772,City,204,Trip Completed,11-07-2016 16:25,11-07-2016,16:25,Evening,11-07-2016 17:36,11-07-2016,17:36
1142,City,204,Trip Completed,11-07-2016 20:42,11-07-2016,20:42,Night,11-07-2016 21:40,11-07-2016,21:40
1436,City,204,Trip Completed,12-07-2016 04:46,12-07-2016,04:46,Early Morning,12-07-2016 05:22,12-07-2016,05:22
1986,City,204,Trip Completed,12-07-2016 12:32,12-07-2016,12:32,Afternoon,12-07-2016 13:05,12-07-2016,13:05
2508,Airport,204,Trip Completed,12-07-2016 21:04,12-07-2016,21:04,Night,12-07-2016 22:00,12-07-2016,22:00
2788,City,204,Trip Completed,13-07-2016 04:49,13-07-2016,04:49,Early Morning,13-07-2016 05:56,13-07-2016,05:56
2956,Airport,204,Trip Completed,13-07-2016 06:42,13-07-2016,06:42,Early Morning,13-07-2016 07:35,13-07-2016,07:35
4518,City,204,Trip Completed,14-07-2016 09:18,14-07-2016,09:18,Morning,14-07-2016 10:20,14-07-2016,10:20
4681,City,204,Trip Completed,14-07-2016 12:47,14-07-2016,12:47,Afternoon,14-07-2016 13:22,14-07-2016,13:22
5041,City,204,Trip Completed,14-07-2016 19:20,14-07-2016,19:20,Night,14-07-2016 20:21,14-07-2016,20:21
6176,City,204,Trip Completed,15-07-2016 16:55,15-07-2016,16:55,Evening,15-07-2016 17:44,15-07-2016,17:44
542,Airport,205,Trip Completed,11-07-2016 10:06,11-07-2016,10:06,Morning,11-07-2016 11:02,11-07-2016,11:02
605,Airport,205,Trip Completed,11-07-2016 11:42,11-07-2016,11:42,Morning,11-07-2016 12:31,11-07-2016,12:31
1908,Airport,205,Trip Completed,12-07-2016 10:35,12-07-2016,10:35,Morning,12-07-2016 11:40,12-07-2016,11:40
3662,City,205,Trip Completed,13-07-2016 19:19,13-07-2016,19:19,Night,13-07-2016 20:20,13-07-2016,20:20
4254,City,205,Trip Completed,14-07-2016 06:06,14-07-2016,06:06,Early Morning,14-07-2016 07:12,14-07-2016,07:12
5337,City,205,Trip Completed,14-07-2016 22:21,14-07-2016,22:21,Night,14-07-2016 23:23,14-07-2016,23:23
5430,City,205,Trip Completed,15-07-2016 02:35,15-07-2016,02:35,Early Morning,15-07-2016 03:25,15-07-2016,03:25
6630,Airport,205,Trip Completed,15-07-2016 21:58,15-07-2016,21:58,Night,15-07-2016 22:50,15-07-2016,22:50
297,Airport,206,Trip Completed,11-07-2016 07:13,11-07-2016,07:13,Morning,11-07-2016 07:43,11-07-2016,07:43
501,City,206,Trip Completed,11-07-2016 09:37,11-07-2016,09:37,Morning,11-07-2016 10:10,11-07-2016,10:10
826,City,206,Trip Completed,11-07-2016 17:32,11-07-2016,17:32,Evening,11-07-2016 18:39,11-07-2016,18:39
2339,City,206,Trip Completed,12-07-2016 19:19,12-07-2016,19:19,Night,12-07-2016 20:12,12-07-2016,20:12
3025,City,206,Trip Completed,13-07-2016 07:32,13-07-2016,07:32,Morning,13-07-2016 08:45,13-07-2016,08:45
4803,City,206,Trip Completed,14-07-2016 17:02,14-07-2016,17:02,Evening,14-07-2016 18:17,14-07-2016,18:17
5893,City,206,Trip Completed,15-07-2016 09:42,15-07-2016,09:42,Morning,15-07-2016 10:18,15-07-2016,10:18
876,Airport,207,Trip Completed,11-07-2016 17:58,11-07-2016,17:58,Evening,11-07-2016 18:33,11-07-2016,18:33
1318,City,207,Trip Completed,11-07-2016 22:51,11-07-2016,22:51,Night,11-07-2016 23:45,11-07-2016,23:45
1477,Airport,207,Trip Completed,12-07-2016 05:16,12-07-2016,05:16,Early Morning,12-07-2016 06:13,12-07-2016,06:13
2084,Airport,207,Trip Completed,12-07-2016 15:46,12-07-2016,15:46,Afternoon,12-07-2016 16:40,12-07-2016,16:40
2354,Airport,207,Trip Completed,12-07-2016 19:25,12-07-2016,19:25,Night,12-07-2016 20:09,12-07-2016,20:09
3407,Airport,207,Trip Completed,13-07-2016 15:24,13-07-2016,15:24,Afternoon,13-07-2016 16:34,13-07-2016,16:34
3703,Airport,207,Trip Completed,13-07-2016 19:42,13-07-2016,19:42,Night,13-07-2016 20:50,13-07-2016,20:50
4085,Airport,207,Trip Completed,14-07-2016 02:42,14-07-2016,02:42,Early Morning,14-07-2016 03:28,14-07-2016,03:28
4625,City,207,Trip Completed,14-07-2016 11:04,14-07-2016,11:04,Morning,14-07-2016 12:14,14-07-2016,12:14
4866,City,207,Trip Completed,14-07-2016 17:35,14-07-2016,17:35,Evening,14-07-2016 18:27,14-07-2016,18:27
1278,City,208,Trip Completed,11-07-2016 22:03,11-07-2016,22:03,Night,11-07-2016 23:05,11-07-2016,23:05
2037,City,208,Trip Completed,12-07-2016 14:13,12-07-2016,14:13,Afternoon,12-07-2016 15:04,12-07-2016,15:04
2567,Airport,208,Trip Completed,12-07-2016 21:37,12-07-2016,21:37,Night,12-07-2016 22:26,12-07-2016,22:26
2829,City,208,Trip Completed,13-07-2016 05:20,13-07-2016,05:20,Early Morning,13-07-2016 06:17,13-07-2016,06:17
2918,Airport,208,Trip Completed,13-07-2016 06:20,13-07-2016,06:20,Early Morning,13-07-2016 07:01,13-07-2016,07:01
3362,Airport,208,Trip Completed,13-07-2016 13:37,13-07-2016,13:37,Afternoon,13-07-2016 14:36,13-07-2016,14:36
5615,City,208,Trip Completed,15-07-2016 06:27,15-07-2016,06:27,Early Morning,15-07-2016 07:32,15-07-2016,07:32
2008,Airport,209,Trip Completed,12-07-2016 13:23,12-07-2016,13:23,Afternoon,12-07-2016 14:28,12-07-2016,14:28
3031,Airport,209,Trip Completed,13-07-2016 07:32,13-07-2016,07:32,Morning,13-07-2016 08:28,13-07-2016,08:28
3500,Airport,209,Trip Completed,13-07-2016 17:31,13-07-2016,17:31,Evening,13-07-2016 18:11,13-07-2016,18:11
5079,City,209,Trip Completed,14-07-2016 19:40,14-07-2016,19:40,Night,14-07-2016 20:16,14-07-2016,20:16
5967,City,209,Trip Completed,15-07-2016 10:56,15-07-2016,10:56,Morning,15-07-2016 11:55,15-07-2016,11:55
6375,City,209,Trip Completed,15-07-2016 19:10,15-07-2016,19:10,Night,15-07-2016 20:24,15-07-2016,20:24
1551,City,210,Trip Completed,12-07-2016 06:10,12-07-2016,06:10,Early Morning,12-07-2016 06:54,12-07-2016,06:54
2041,City,210,Trip Completed,12-07-2016 14:24,12-07-2016,14:24,Afternoon,12-07-2016 15:13,12-07-2016,15:13
2666,City,210,Trip Completed,12-07-2016 23:40,12-07-2016,23:40,Night,13-07-2016 00:22,13-07-2016,00:22
3348,City,210,Trip Completed,13-07-2016 13:12,13-07-2016,13:12,Afternoon,13-07-2016 14:05,13-07-2016,14:05
3518,Airport,210,Trip Completed,13-07-2016 17:45,13-07-2016,17:45,Evening,13-07-2016 18:22,13-07-2016,18:22
4205,City,210,Trip Completed,14-07-2016 05:35,14-07-2016,05:35,Early Morning,14-07-2016 06:38,14-07-2016,06:38
6346,Airport,210,Trip Completed,15-07-2016 18:48,15-07-2016,18:48,Evening,15-07-2016 19:37,15-07-2016,19:37
6433,City,210,Trip Completed,15-07-2016 19:52,15-07-2016,19:52,Night,15-07-2016 20:26,15-07-2016,20:26
1471,City,211,Trip Completed,12-07-2016 05:09,12-07-2016,05:09,Early Morning,12-07-2016 06:01,12-07-2016,06:01
1808,Airport,211,Trip Completed,12-07-2016 09:13,12-07-2016,09:13,Morning,12-07-2016 10:30,12-07-2016,10:30
2017,City,211,Trip Completed,12-07-2016 13:43,12-07-2016,13:43,Afternoon,12-07-2016 14:22,12-07-2016,14:22
4483,City,211,Trip Completed,14-07-2016 08:49,14-07-2016,08:49,Morning,14-07-2016 09:21,14-07-2016,09:21
4639,Airport,211,Trip Completed,14-07-2016 11:31,14-07-2016,11:31,Morning,14-07-2016 12:10,14-07-2016,12:10
4901,Airport,211,Trip Completed,14-07-2016 18:02,14-07-2016,18:02,Evening,14-07-2016 18:31,14-07-2016,18:31
5357,City,211,Trip Completed,14-07-2016 23:09,14-07-2016,23:09,Night,15-07-2016 00:05,15-07-2016,00:05
6214,Airport,211,Trip Completed,15-07-2016 17:35,15-07-2016,17:35,Evening,15-07-2016 18:32,15-07-2016,18:32
575,Airport,212,Trip Completed,11-07-2016 10:59,11-07-2016,10:59,Morning,11-07-2016 11:51,11-07-2016,11:51
753,Airport,212,Trip Completed,11-07-2016 15:58,11-07-2016,15:58,Afternoon,11-07-2016 17:05,11-07-2016,17:05
999,City,212,Trip Completed,11-07-2016 19:06,11-07-2016,19:06,Night,11-07-2016 20:20,11-07-2016,20:20
1534,Airport,212,Trip Completed,12-07-2016 05:59,12-07-2016,05:59,Early Morning,12-07-2016 06:58,12-07-2016,06:58
1773,Airport,212,Trip Completed,12-07-2016 08:57,12-07-2016,08:57,Morning,12-07-2016 10:03,12-07-2016,10:03
1890,City,212,Trip Completed,12-07-2016 10:08,12-07-2016,10:08,Morning,12-07-2016 11:16,12-07-2016,11:16
2609,Airport,212,Trip Completed,12-07-2016 22:00,12-07-2016,22:00,Night,12-07-2016 22:56,12-07-2016,22:56
2864,City,212,Trip Completed,13-07-2016 05:43,13-07-2016,05:43,Early Morning,13-07-2016 06:10,13-07-2016,06:10
3134,City,212,Trip Completed,13-07-2016 08:40,13-07-2016,08:40,Morning,13-07-2016 09:52,13-07-2016,09:52
3302,City,212,Trip Completed,13-07-2016 11:41,13-07-2016,11:41,Morning,13-07-2016 12:37,13-07-2016,12:37
3999,Airport,212,Trip Completed,13-07-2016 23:40,13-07-2016,23:40,Night,14-07-2016 00:44,14-07-2016,00:44
4450,City,212,Trip Completed,14-07-2016 08:30,14-07-2016,08:30,Morning,14-07-2016 09:07,14-07-2016,09:07
6376,City,212,Trip Completed,15-07-2016 19:12,15-07-2016,19:12,Night,15-07-2016 20:13,15-07-2016,20:13
6622,Airport,212,Trip Completed,15-07-2016 21:46,15-07-2016,21:46,Night,15-07-2016 22:39,15-07-2016,22:39
87,City,213,Trip Completed,11-07-2016 04:46,11-07-2016,04:46,Early Morning,11-07-2016 05:26,11-07-2016,05:26
859,City,213,Trip Completed,11-07-2016 17:49,11-07-2016,17:49,Evening,11-07-2016 18:45,11-07-2016,18:45
1170,City,213,Trip Completed,11-07-2016 20:55,11-07-2016,20:55,Night,11-07-2016 21:28,11-07-2016,21:28
2511,City,213,Trip Completed,12-07-2016 21:07,12-07-2016,21:07,Night,12-07-2016 22:15,12-07-2016,22:15
3427,Airport,213,Trip Completed,13-07-2016 15:52,13-07-2016,15:52,Afternoon,13-07-2016 16:56,13-07-2016,16:56
5385,Airport,213,Trip Completed,14-07-2016 00:07,14-07-2016,00:07,Early Morning,14-07-2016 00:44,14-07-2016,00:44
4643,Airport,213,Trip Completed,14-07-2016 11:41,14-07-2016,11:41,Morning,14-07-2016 12:32,14-07-2016,12:32
4850,Airport,213,Trip Completed,14-07-2016 17:34,14-07-2016,17:34,Evening,14-07-2016 18:07,14-07-2016,18:07
5689,City,213,Trip Completed,15-07-2016 07:21,15-07-2016,07:21,Morning,15-07-2016 07:59,15-07-2016,07:59
600,City,214,Trip Completed,11-07-2016 11:38,11-07-2016,11:38,Morning,11-07-2016 12:47,11-07-2016,12:47
2053,Airport,214,Trip Completed,12-07-2016 14:50,12-07-2016,14:50,Afternoon,12-07-2016 15:56,12-07-2016,15:56
2256,Airport,214,Trip Completed,12-07-2016 18:25,12-07-2016,18:25,Evening,12-07-2016 18:53,12-07-2016,18:53
2947,City,214,Trip Completed,13-07-2016 06:35,13-07-2016,06:35,Early Morning,13-07-2016 07:24,13-07-2016,07:24
3834,City,214,Trip Completed,13-07-2016 21:21,13-07-2016,21:21,Night,13-07-2016 22:29,13-07-2016,22:29
4414,Airport,214,Trip Completed,14-07-2016 08:08,14-07-2016,08:08,Morning,14-07-2016 08:57,14-07-2016,08:57
5901,City,214,Trip Completed,15-07-2016 09:53,15-07-2016,09:53,Morning,15-07-2016 11:01,15-07-2016,11:01
214,City,215,Trip Completed,11-07-2016 06:13,11-07-2016,06:13,Early Morning,11-07-2016 06:53,11-07-2016,06:53
423,City,215,Trip Completed,11-07-2016 08:36,11-07-2016,08:36,Morning,11-07-2016 09:21,11-07-2016,09:21
1138,City,215,Trip Completed,11-07-2016 20:30,11-07-2016,20:30,Night,11-07-2016 21:12,11-07-2016,21:12
1977,Airport,215,Trip Completed,12-07-2016 12:24,12-07-2016,12:24,Afternoon,12-07-2016 13:07,12-07-2016,13:07
2328,City,215,Trip Completed,12-07-2016 19:12,12-07-2016,19:12,Night,12-07-2016 20:01,12-07-2016,20:01
2990,City,215,Trip Completed,13-07-2016 07:10,13-07-2016,07:10,Morning,13-07-2016 08:11,13-07-2016,08:11
3658,Airport,215,Trip Completed,13-07-2016 19:24,13-07-2016,19:24,Night,13-07-2016 20:08,13-07-2016,20:08
4471,City,215,Trip Completed,14-07-2016 08:46,14-07-2016,08:46,Morning,14-07-2016 09:27,14-07-2016,09:27
4767,Airport,215,Trip Completed,14-07-2016 15:34,14-07-2016,15:34,Afternoon,14-07-2016 16:29,14-07-2016,16:29
5505,City,215,Trip Completed,15-07-2016 05:02,15-07-2016,05:02,Early Morning,15-07-2016 05:49,15-07-2016,05:49
5850,City,215,Trip Completed,15-07-2016 09:03,15-07-2016,09:03,Morning,15-07-2016 10:14,15-07-2016,10:14
484,City,216,Trip Completed,11-07-2016 09:24,11-07-2016,09:24,Morning,11-07-2016 10:10,11-07-2016,10:10
855,City,216,Trip Completed,11-07-2016 17:50,11-07-2016,17:50,Evening,11-07-2016 18:27,11-07-2016,18:27
2709,Airport,216,Trip Completed,13-07-2016 01:27,13-07-2016,01:27,Early Morning,13-07-2016 02:10,13-07-2016,02:10
5556,City,216,Trip Completed,15-07-2016 05:35,15-07-2016,05:35,Early Morning,15-07-2016 06:49,15-07-2016,06:49
5648,Airport,216,Trip Completed,15-07-2016 06:55,15-07-2016,06:55,Early Morning,15-07-2016 07:37,15-07-2016,07:37
114,City,217,Trip Completed,11-07-2016 05:10,11-07-2016,05:10,Early Morning,11-07-2016 05:40,11-07-2016,05:40
470,City,217,Trip Completed,11-07-2016 09:22,11-07-2016,09:22,Morning,11-07-2016 10:00,11-07-2016,10:00
1446,City,217,Trip Completed,12-07-2016 04:45,12-07-2016,04:45,Early Morning,12-07-2016 05:38,12-07-2016,05:38
3466,City,217,Trip Completed,13-07-2016 17:12,13-07-2016,17:12,Evening,13-07-2016 17:59,13-07-2016,17:59
4775,Airport,217,Trip Completed,14-07-2016 16:07,14-07-2016,16:07,Evening,14-07-2016 16:53,14-07-2016,16:53
1065,Airport,218,Trip Completed,11-07-2016 19:51,11-07-2016,19:51,Night,11-07-2016 20:43,11-07-2016,20:43
1457,Airport,218,Trip Completed,12-07-2016 04:58,12-07-2016,04:58,Early Morning,12-07-2016 05:26,12-07-2016,05:26
3363,City,218,Trip Completed,13-07-2016 13:36,13-07-2016,13:36,Afternoon,13-07-2016 14:34,13-07-2016,14:34
3994,Airport,218,Trip Completed,13-07-2016 23:21,13-07-2016,23:21,Night,14-07-2016 00:07,14-07-2016,00:07
4340,City,218,Trip Completed,14-07-2016 07:13,14-07-2016,07:13,Morning,14-07-2016 08:07,14-07-2016,08:07
4902,City,218,Trip Completed,14-07-2016 18:03,14-07-2016,18:03,Evening,14-07-2016 19:11,14-07-2016,19:11
5360,Airport,218,Trip Completed,14-07-2016 23:19,14-07-2016,23:19,Night,14-07-2016 23:58,14-07-2016,23:58
5665,City,218,Trip Completed,15-07-2016 07:03,15-07-2016,07:03,Morning,15-07-2016 08:03,15-07-2016,08:03
5977,City,218,Trip Completed,15-07-2016 11:27,15-07-2016,11:27,Morning,15-07-2016 12:04,15-07-2016,12:04
6742,City,218,Trip Completed,15-07-2016 23:38,15-07-2016,23:38,Night,16-07-2016 00:39,16-07-2016,00:39
280,Airport,219,Trip Completed,11-07-2016 07:05,11-07-2016,07:05,Morning,11-07-2016 07:41,11-07-2016,07:41
475,Airport,219,Trip Completed,11-07-2016 09:24,11-07-2016,09:24,Morning,11-07-2016 10:21,11-07-2016,10:21
1350,City,219,Trip Completed,11-07-2016 23:40,11-07-2016,23:40,Night,12-07-2016 00:26,12-07-2016,00:26
2707,Airport,219,Trip Completed,13-07-2016 01:17,13-07-2016,01:17,Early Morning,13-07-2016 02:35,13-07-2016,02:35
2928,Airport,219,Trip Completed,13-07-2016 06:26,13-07-2016,06:26,Early Morning,13-07-2016 07:18,13-07-2016,07:18
4534,City,219,Trip Completed,14-07-2016 09:29,14-07-2016,09:29,Morning,14-07-2016 10:16,14-07-2016,10:16
4715,City,219,Trip Completed,14-07-2016 13:22,14-07-2016,13:22,Afternoon,14-07-2016 14:27,14-07-2016,14:27
4814,Airport,219,Trip Completed,14-07-2016 17:17,14-07-2016,17:17,Evening,14-07-2016 17:59,14-07-2016,17:59
5878,City,219,Trip Completed,15-07-2016 09:33,15-07-2016,09:33,Morning,15-07-2016 10:30,15-07-2016,10:30
6076,Airport,219,Trip Completed,15-07-2016 14:13,15-07-2016,14:13,Afternoon,15-07-2016 14:45,15-07-2016,14:45
609,City,220,Trip Completed,11-07-2016 11:52,11-07-2016,11:52,Morning,11-07-2016 12:47,11-07-2016,12:47
1414,Airport,220,Trip Completed,12-07-2016 03:25,12-07-2016,03:25,Early Morning,12-07-2016 04:33,12-07-2016,04:33
1713,Airport,220,Trip Completed,12-07-2016 08:08,12-07-2016,08:08,Morning,12-07-2016 08:45,12-07-2016,08:45
1991,City,220,Trip Completed,12-07-2016 12:32,12-07-2016,12:32,Afternoon,12-07-2016 13:21,12-07-2016,13:21
2082,Airport,220,Trip Completed,12-07-2016 15:42,12-07-2016,15:42,Afternoon,12-07-2016 16:38,12-07-2016,16:38
2798,City,220,Trip Completed,13-07-2016 04:51,13-07-2016,04:51,Early Morning,13-07-2016 05:25,13-07-2016,05:25
3763,City,220,Trip Completed,13-07-2016 20:35,13-07-2016,20:35,Night,13-07-2016 21:39,13-07-2016,21:39
4091,Airport,220,Trip Completed,14-07-2016 03:00,14-07-2016,03:00,Early Morning,14-07-2016 03:36,14-07-2016,03:36
4372,City,220,Trip Completed,14-07-2016 07:32,14-07-2016,07:32,Morning,14-07-2016 08:49,14-07-2016,08:49
4609,City,220,Trip Completed,14-07-2016 10:26,14-07-2016,10:26,Morning,14-07-2016 11:32,14-07-2016,11:32
4949,Airport,220,Trip Completed,14-07-2016 18:28,14-07-2016,18:28,Evening,14-07-2016 18:58,14-07-2016,18:58
6004,Airport,220,Trip Completed,15-07-2016 12:12,15-07-2016,12:12,Afternoon,15-07-2016 13:25,15-07-2016,13:25
304,City,221,Trip Completed,11-07-2016 07:21,11-07-2016,07:21,Morning,11-07-2016 07:50,11-07-2016,07:50
700,City,221,Trip Completed,11-07-2016 14:05,11-07-2016,14:05,Afternoon,11-07-2016 14:40,11-07-2016,14:40
1708,Airport,221,Trip Completed,12-07-2016 08:10,12-07-2016,08:10,Morning,12-07-2016 08:39,12-07-2016,08:39
1918,City,221,Trip Completed,12-07-2016 10:56,12-07-2016,10:56,Morning,12-07-2016 12:10,12-07-2016,12:10
2067,Airport,221,Trip Completed,12-07-2016 15:13,12-07-2016,15:13,Afternoon,12-07-2016 16:14,12-07-2016,16:14
3632,City,221,Trip Completed,13-07-2016 19:02,13-07-2016,19:02,Night,13-07-2016 20:07,13-07-2016,20:07
4332,City,221,Trip Completed,14-07-2016 07:10,14-07-2016,07:10,Morning,14-07-2016 08:06,14-07-2016,08:06
4875,City,221,Trip Completed,14-07-2016 17:50,14-07-2016,17:50,Evening,14-07-2016 18:31,14-07-2016,18:31
5108,City,221,Trip Completed,14-07-2016 20:03,14-07-2016,20:03,Night,14-07-2016 20:30,14-07-2016,20:30
5683,Airport,221,Trip Completed,15-07-2016 07:15,15-07-2016,07:15,Morning,15-07-2016 08:00,15-07-2016,08:00
5976,Airport,221,Trip Completed,15-07-2016 11:10,15-07-2016,11:10,Morning,15-07-2016 12:32,15-07-2016,12:32
6229,City,221,Trip Completed,15-07-2016 17:43,15-07-2016,17:43,Evening,15-07-2016 18:31,15-07-2016,18:31
6478,Airport,221,Trip Completed,15-07-2016 20:14,15-07-2016,20:14,Night,15-07-2016 20:58,15-07-2016,20:58
1295,City,222,Trip Completed,11-07-2016 22:25,11-07-2016,22:25,Night,11-07-2016 23:03,11-07-2016,23:03
1829,Airport,222,Trip Completed,12-07-2016 09:33,12-07-2016,09:33,Morning,12-07-2016 10:20,12-07-2016,10:20
2135,City,222,Trip Completed,12-07-2016 17:12,12-07-2016,17:12,Evening,12-07-2016 17:58,12-07-2016,17:58
2719,City,222,Trip Completed,13-07-2016 02:10,13-07-2016,02:10,Early Morning,13-07-2016 02:52,13-07-2016,02:52
